품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,사업자번호,품목영문명,보험코드,표준코드
200905658,덱시브연질캡슐(덱시부프로펜),19600014,(주)한국파비스제약,무색의 투명한 액이 든 연한 청록색의 투명한 달걀형 연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oqy0vxcEW5,덱시브,,타원형,"초록, 투명",,,,20.05,8,8,20120713,1140.0,해열.진통.소염제,일반의약품,20090720,"연질캡슐제, 액상",,,,,,,,2838501407,Dexibe Soft Capsule,,"8806218014301,8806218014318,8806218014325,8806836027202"
200905472,덱시카이플러스연질캡슐(덱시부프로펜),19640004,(주)씨엠지제약,무색 내지 미황색의 투명한 내용물을 함유하는 투명의 장방형 연질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032442560400084,덱시카이+,,타원형,"초록, 투명",,,,20.63,8.51,8.31,20120917,1140.0,해열.진통.소염제,일반의약품,20090716,"연질캡슐제, 액상",,,,,,,,1348171976,,,"8806486023401,8806486023418"
200905653,알지엔스피드연질캡슐10밀리그램(세티리진염산염),19540008,(주)대웅제약,무색 내지 연보라색의 내용물이 든 보라색의 투명한 타원형 연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900136,RZN,,타원형,"보라, 투명",,,,12.9,7.7,7.7,20100216,1410.0,항히스타민제,일반의약품,20090720,"연질캡슐제, 액상",,,,,,,20240418.0,1248601143,RZN Speed Soft Cap 10mg,,"8806416031100,8806416031117,8806416031124,8806416031131"
200906585,레보세린정(레보세티리진염산염),19620008,영진약품(주),흰색 또는 미황색의 타원형 필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PSet1337W1,L,Y,타원형,하양,,,,8.3,4.6,2.9,20091030,1410.0,항히스타민제,전문의약품,20090827,필름코팅정,,,,,,,20250318.0,2188100352,Levocerine Tab.,642402730,"8806424027300,8806424027317,8806424027324,8806424027331,8806424027348"
200906254,알러샷연질캡슐(세티리진염산염),19910005,(주)녹십자,무색 내지 연보라색의 내용물이 든 보라색의 투명한 타원형 연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918800015,A-S,,타원형,"보라, 투명",,,,12.50,7.58,7.58,20100305,1410.0,항히스타민제,일반의약품,20090812,"연질캡슐제, 액상",,,,,,,20231106.0,3038117108,Allershot Soft Cap.,,"8806436044807,8806436044814"
200906966,제로정150mg(덱시부프로펜),19550010,삼일제약(주),연한 파란색의 마름모형 필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oqy0vxcEYl,마크,X,마름모형,파랑,,,,9.1,8.2,5.7,20100712,1140.0,해열.진통.소염제,일반의약품,20090917,필름코팅정,"i,촛불",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938654295100080,,r0285,,,1348500765,Xero Tab. 150mg,,"8806439027807,8806439027814"
200907189,클라빅신정(클로피도그렐황산수소염),19910001,한국유나이티드제약(주),분홍색의 원형 필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627900042,UT,CL,원형,분홍,,,,8.7,8.7,4.1,20091127,2180.0,동맥경화용제,전문의약품,20090930,필름코팅정,,,,,,,20230309.0,3078105244,Clavixin Tab.,644307080,"8806443070806,8806443070813,8806443070820,8806443070837,8806443070844"
200904441,프로펜디연질캡슐(덱시부프로펜),19700012,(주)서흥,무색 내지 미황색의 투명한 내용물을 함유하는 투명의 장방형 연질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700074,프로펜디,,장방형,"노랑, 투명",,,,21,8,8,20101227,1140.0,해열.진통.소염제,일반의약품,20090624,"연질캡슐제, 액상",,,,,,,20260102.0,1308100576,Profen-D Soft Capsule(Dexibuprofen),,"8806796006200,8806796006217"
200904516,쥬르택정(세티리진염산염),19640007,조아제약(주),흰색의 장방형 필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-vZRnyppW,CΛJ,분할선,장방형,하양,,,-,9.2,4.4,2.9,20101110,1410.0,항히스타민제,일반의약품,20090626,필름코팅정,,,,,,,20241129.0,6088124071,jurtec tab,644602130,"8806446021300,8806446021317,8806446021324"
200904652,덱스모아연질캡슐(덱시부프로펜),19590006,오스틴제약(주),무색 내지 연한 청록색의 투명한 내용물이 든 연청록색의 투명한 장방형 연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700195,Wal C47,,타원형,"초록, 투명",,,,19.4,8.8,8.8,20130521,1140.0,해열.진통.소염제,일반의약품,20090630,"연질캡슐제, 액상",,,,,,,,1248117301,,,"8806543041409,8806543041416"
200904666,아르텍연질캡슐10mg(세티리진염산염),19840009,(주)알피바이오,무색 내지 연보라색의 내용물이 든 보라색의 투명한 타원형 연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426433479800028,아르텍,,타원형,"보라, 투명",,,,12.73,7.79,7.79,20120112,1410.0,항히스타민제,일반의약품,20090630,"연질캡슐제, 액상",,,,,,,20231023.0,3048511124,Artec Soft Cap. 10mg,,"8806616031504,8806616031511"
200905055,디퓨텐연질캡슐(덱시부프로펜),19880003,동성제약(주),무색 내지 미황색의 투명한 내용물을 함유하는  투명의 장방형 연질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F68Cb,디퓨텐,,타원형,"노랑, 투명",,,,21.1,8.5,8.5,20120120,1140.0,해열.진통.소염제,일반의약품,20090708,"연질캡슐제, 액상",,,,,,,20260102.0,2118125288,Diffuten Soft Cap.(Dexibuprofen),,"8806432019007,8806432019014"
200905264,린피스정(아스피린),20040011,(주)씨티씨바이오,분홍색 원형의 장용성필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426438997500129,YAS,,원형,분홍,,,,7,7,3.4,20120117,2190.0,기타의 순환계용약,일반의약품,20090713,장용성필름코팅정,,,,,,,,2158151094,,,"8806695010407,8806695010414,8806695010421,8806695010438,8806695010445"
200905198,넥스핀정(아스피린),19960030,(주)넥스팜코리아,분홍색 원형의 장용성 필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148777809115000196,NKY,,원형,분홍,,,,7.19,7.19,4,20100531,2190.0,기타의 순환계용약,일반의약품,20090710,장용성필름코팅정,,,,,,,,3018125427,Nexphin Tab.,,"8806625022807,8806625022814,8806625022821,8806625022838,8806625022845"
200904774,세티린정(세티리진염산염),19570018,경남제약(주),미황색의 타원형 필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152008545029500085,K분할선N,11,타원형,노랑,,-,,12,6,4,20110524,1410.0,항히스타민제,일반의약품,20090703,필름코팅정,,,,,,,,1348142258,,,"8806476024708,8806476024715"
201001682,레보텐션정5밀리그램(에스암로디핀베실산염2.5수화물),19580004,안국약품(주),이 약은 분할선이 새겨진 연한 주황색의 하트모양 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333320801200012,A분할선G,LT5,기타,주황,,-,,8.5,7.5,3.2,20100322,2140.0,혈압강하제,전문의약품,20100225,나정,,,,,,,20230217.0,1188104188,Levotension Tab. 5mg,650203440,"8806502034404,8806502034411,8806502034428,8806502034435"
201001745,로디엔정5밀리그램(에스암로디핀니코틴산염),19690009,한림제약(주),흰색의 오각형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333330132400048,H분할선L,SX,오각형,하양,,-,,9,7.96,4.22,20100614,2140.0,혈압강하제,전문의약품,20100226,나정,,,,,,,20250122.0,1358102638,Lodien Tab. 5mg,645304050,"8806453040509,8806453040516,8806453040523,8806453040530,8806453040547"
201001950,신노바핀정10밀리그램(암로디핀베실산염),19560015,신일제약(주),흰색의 팔각형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946447752800065,SINIL,SV분할선 10,팔각형,하양,,,-,11.58,8.34,3.92,20100326,2140.0,혈압강하제,전문의약품,20100308,나정,,,,,,,20240830.0,3038113742,Sinnorvapin Tab.,653804440,"8806538044408,8806538044415"
201002150,글루코파지엑스알1000밀리그램서방정(메트포르민염산염),20160588,머크(주),흰색 내지 미색의 양면이 볼록한 타원형의 서방정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426484987700130,MERCK,1000,타원형,하양,,,,22.5,12.0,8.0,20100607,3960.0,당뇨병용제,전문의약품,20100318,서방정,,,,,,,20260123.0,2208109507,GLUCOPHAGE XR TAB. 1000MG,661700580,"8806617005801,8806617005818,8806617005825"
201002151,다이아벡스엑스알서방정1000밀리그램(메트포르민염산염),20161349,(주)대웅제약,흰색 내지 미색의 양면이 볼록한 타원형의 서방정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426484987700133,SR 1000,,타원형,하양,,,,22.1,10.61,8.42,20130305,3960.0,당뇨병용제,전문의약품,20100318,서방정,,,,,,,20230721.0,1248601143,DIABEX XR Tab 1000mg,641604640,"8806416046401,8806416046418"
201002280,명문암로디핀정5mg(암로디핀베실산염),19660002,명문제약(주),흰색의 팔각형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599025952100010,MM,A분할선5,팔각형,하양,,,-,8.70,6.11,3.45,20100413,2140.0,혈압강하제,전문의약품,20100325,나정,,,,,,,20240830.0,1248135615,Myungmoon Amlodipine Tab 5mg,649805060,"8806498050600,8806498050617,8806498050624,8806498050631,8806498050648"
201003060,넥사졸캡슐40밀리그램(에스오메프라졸),19720016,(주)엘지화학,"흰색 내지 연한 황갈색 과립을 함유하는 상부, 하부 미황색의 경질캡슐제",https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344700097,LG ESM40,,장방형,노랑,노랑,,,21.5,7.3,7.5,20100603,2320.0,소화성궤양용제,전문의약품,20100426,"경질캡슐제, 장용성과립제",,,,,,,,1078198139,,,"8806689018105,8806689018112"
201003062,에소메드캡슐40밀리그램(에스오메프라졸),19570024,에스케이케미칼(주),"흰색 또는 연한 황갈색 과립을 함유하는 상부, 하부 보라색의 경질캡슐제",https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426492165100074,SK E40,,장방형,자주,자주,,,21.8,7.7,7.7,20100511,2320.0,소화성궤양용제,전문의약품,20100426,"경질캡슐제, 장용성과립제",,,,,,,,8468100915,Esomed Cap. 40mg,,"8806447033807,8806447033814"
201003061,에스졸캡슐40밀리그램(에스오메프라졸),19700002,진양제약(주),"흰색 내지 연한 황갈색 과립을 함유하는 상부 청색, 하부 흰색의 경질캡슐제",https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426492165100080,40 ESZ,,장방형,파랑,하양,,,21.0,7.0,7.0,20100618,2320.0,소화성궤양용제,전문의약품,20100426,"경질캡슐제, 장용성과립제",,,,,,,,2148110673,,,"8806503027009,8806503027016"
201003156,사브정2.5밀리그램(에스암로디핀베실산염2.5수화물),19700003,일성아이에스(주),분할선이 새겨진 엷은 황색의 육각형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426492165100101,사브,분할선,육각형,노랑,,,-,8.26,4.58,2.3,20111017,2140.0,혈압강하제,전문의약품,20100429,나정,,,,,,,20250501.0,1068100710,Sab Tab. 2.5mg,655402740,"8806554027409,8806554027416,8806554027423,8806554027430,8806554027447"
200907915,노자임캡슐10000(판크레아틴장용성제피미세정),20161662,(주)한국팜비오,"독특한 향의 회백색 장용성 제피미세정을 함유하는 상부 불투명 갈색, 하부 투명한 무색의 경질캡슐",https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153996362280200051,10.000,,장방형,갈색,투명,,,17,6,7,20100429,2330.0,건위소화제,일반의약품,20091106,"장용성캡슐제, 정제",,,,,,,,1258145722,Norzyme Cap 10000(Pancreatin enteric coated microtablet),,"8806599003901,8806599003918,8806599003925"
200907984,한림로자탄정100mg(로사르탄칼륨),19690009,한림제약(주),흰색의 물방울형 필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OnWl157lRW,100,HL,기타,하양,,,,11.8,7.2,4.6,20120209,2140.0,혈압강하제,전문의약품,20091110,필름코팅정,,,,,,,,1358102638,Hanlim Losartan Tab. 100mg,,"8806453040202,8806453040219,8806453040226,8806453040233"
200909484,바로스크정10밀리그램(암로디핀베실산염),19660001,현대약품(주),흰색의 팔각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946443710600041,HDP,VC분할선10,팔각형,하양,,,-,11.5,8.3,3.5,20100510,2140.0,혈압강하제,전문의약품,20091231,나정,,,,,,,20240830.0,1308100988,Varosc Tab. 10mg (Amlodipine Besylate),642002570,"8806420025706,8806420025713,8806420025720,8806420025737"
201007568,동화암로디핀베실산염정10밀리그램,19570006,동화약품(주),흰색의 팔각형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946223524600059,D-W,BA분할선10,팔각형,하양,,,-,11.5,8.3,4.1,20110308,2140.0,혈압강하제,전문의약품,20101221,나정,,,,,,,20240830.0,1108100102,DongWha Amlodipine besylate tablets 10mg,642705540,"8806427055409,8806427055416,8806427055423"
201100502,터논연질캡슐(덱시부프로펜),19650001,(주)종근당,무색 내지 연한 청색의 투명한 내용물을 함유하는 청색 투명의 타원형 연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OLYZI_IeAP,TON,,타원형,"파랑, 투명",,,,16.8,10.1,10.1,20110302,1140.0,해열.진통.소염제,일반의약품,20110131,"연질캡슐제, 액상",,,,,,,20260102.0,3128560679,Turnon Soft Cap.,,"8806433057800,8806433057817"
201004221,시암핀정(에스암로디핀베실산염),19720011,에이치엘비제약(주),분할선이 새겨진 엷은 황색의 하트 모양의 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200114,CT,분할선,기타,노랑,,,-,6.2,6.3,3.1,20101006,2140.0,혈압강하제,전문의약품,20100628,나정,,,,,,,,2088125623,,,"8806473023803,8806473023810,8806473023827"
201004222,카이로핀정(에스암로디핀베실산염2.5수화물),19610006,대화제약(주),분할선이 새겨진 엷은 황색의 하트 모양의 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333326985900051,마크,분할선,기타,노랑,,,-,6.2,6.0,3.1,20100720,2140.0,혈압강하제,전문의약품,20100628,나정,"dHP,dP,d-P,cHP",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938657883200180,,r0388,,20230724.0,1338122322,Kairopine Tab.,645603890,"8806456038909,8806456038916,8806456038923"
201006491,판토록정40밀리그램(판토프라졸나트륨세스키히드레이트),20160806,한국다케다제약(주),한면에 P40이 인쇄된 황색의 장용성 제피를 한 타원형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHeM,P40,,타원형,노랑,,,,11.80,6.10,3.80,20041222,2320.0,소화성궤양용제,전문의약품,20101026,장용성필름코팅정,,,,,,,20240216.0,1068668073,PANTOLOC TAB. 40mg(Pantoprazole sodium sesquihydate),696300060,"8806700016400,8806963000604,8806963000611,8806963000628"
201006492,판토록정20밀리그램(판토프라졸나트륨세스키히드레이트),20160806,한국다케다제약(주),한면에 P20이 인쇄된 황색의 장용성 제피를 한 타원형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHee,P20,,타원형,노랑,,,,8.95,4.70,3.20,20041222,2320.0,소화성궤양용제,전문의약품,20101026,장용성필름코팅정,,,,,,,20240216.0,1068668073,PANTOLOC TAB. 20mg(Pantoprazole sodium sesquihydate),696300050,"8806700016509,8806963000505,8806963000512,8806963000529"
201006511,클로피도정(클로피도그렐황산수소염),19610006,대화제약(주),분홍색의 원형 필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333326985900063,75,마크,원형,분홍,,,,8.5,8.5,4.0,20101216,2180.0,동맥경화용제,전문의약품,20101028,필름코팅정,,"dHP,dP,d-P,cHP",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938657883200180,,r0388,20230309.0,1338122322,Clopido Tab.,645603940,"8806456039401,8806456039418,8806456039425,8806456039432,8806456039449,8806456039456,8806456039463,8806456039470"
201103627,미그펜400연질캡슐(이부프로펜),19840009,(주)알피바이오,[내수용] 무색 내지 엷은 청색의 액상 내용물이 든 청색의 투명한 타원형 연질캡슐[수출용] 무색 내지 엷은 청색의 액상 내용물이 든 청색의 투명한 장방형 연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OM2GQpPV3t,RPMGF,,타원형,"파랑, 투명",,,,16.2,10.2,10.2,20130523,1140.0,해열.진통.소염제,일반의약품,20110531,"연질캡슐제, 액상",,,,,,,20251010.0,3048511124,Migfen 400 Soft Cap.,,"8806616035700,8806616035717"
201103762,바로디핀정10밀리그램(암로디핀베실산염),19620001,신풍제약(주),흰색의 팔각형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732699404500094,VD분할선10,마크,팔각형,하양,,-,,11.6,8.4,4.0,20110909,2140.0,혈압강하제,전문의약품,20110609,나정,,"SP,5P,dS,d5",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900160,,r0053,20240830.0,1348103819,Barodipine Tab. 10mg,648506570,"8806485065709,8806485065716,8806485065723,8806485065730"
201103935,유영덱시부프로펜연질캡슐,19600016,(주)유영제약,무색 내지 연한 청록색의 투명한 내용물이 든 연청록색의 투명한 장방형 연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200024,YDBFS,,장방형,"청록, 투명",,,,20,8.7,8.7,20110704,1140.0,해열.진통.소염제,일반의약품,20110623,"연질캡슐제, 액상",,,,,,,,3018109728,,,"8806482034708,8806482034715"
201101493,록스펜씨알정(록소프로펜나트륨),19620001,신풍제약(주),연한 노란색의 원형 장용성 유핵정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUcmLI,LCR,,원형,노랑,,,,7.7,7.7,4.8,20120229,1140.0,해열.진통.소염제,전문의약품,20110318,서방성필름코팅정,,,,,,,20240904.0,1348103819,Loxfen CR Tab.,648506510,"8806485065105,8806485065112,8806485065129,8806485065136,8806485065143,8806485065150"
201101856,에스졸캡슐20밀리그램(에스오메프라졸),19700002,진양제약(주),흰색 내지 연한 황갈색 과립을 함유하는 상부 노란색 하부 흰색의 경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000010,20 ESZ,,장방형,노랑,하양,,,17.60,6.07,6.35,20110513,2320.0,소화성궤양용제,전문의약품,20110331,"경질캡슐제, 장용성과립제",,,,,,,,2148110673,,,"8806503027801,8806503027818"
